ENSG00000000419	DPM1	H. sapiens	S000006148	ALG5	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000128463	EMC4	H. sapiens	S000003200	EMC4	S. cerevisiae	orthologue
ENSG00000128951	DUT	H. sapiens	S000000456	DUT1	S. cerevisiae	homologue
ENSG00000128951	DUT	H. sapiens	S000000456	DUT1	S. cerevisiae	least diverged orthologue
ENSG00000128951	DUT	H. sapiens	S000000456	DUT1	S. cerevisiae	orthologue
ENSG00000129084	PSMA1	H. sapiens	S000004931	PRE5	S. cerevisiae	homologue
ENSG00000129084	PSMA1	H. sapiens	S000004931	PRE5	S. cerevisiae	least diverged orthologue
ENSG00000129084	PSMA1	H. sapiens	S000004931	PRE5	S. cerevisiae	orthologue
ENSG00000129084	PSMA1	H. sapiens	S000004931	PRE5	S. cerevisiae	orthologue
ENSG00000130520	LSM4	H. sapiens	S000000914	LSM4	S. cerevisiae	homologue
ENSG00000130520	LSM4	H. sapiens	S000000914	LSM4	S. cerevisiae	least diverged orthologue
ENSG00000130520	LSM4	H. sapiens	S000000914	LSM4	S. cerevisiae	orthologue
ENSG00000130713	EXOSC2	H. sapiens	S000001111	RRP4	S. cerevisiae	homologue
ENSG00000130713	EXOSC2	H. sapiens	S000001111	RRP4	S. cerevisiae	least diverged orthologue
ENSG00000130713	EXOSC2	H. sapiens	S000001111	RRP4	S. cerevisiae	orthologue
ENSG00000130713	EXOSC2	H. sapiens	S000001111	RRP4	S. cerevisiae	orthologue
ENSG00000130811	EIF3G	H. sapiens	S000002837	TIF35	S. cerevisiae	homologue
ENSG00000130811	EIF3G	H. sapiens	S000002837	TIF35	S. cerevisiae	least diverged orthologue
ENSG00000130811	EIF3G	H. sapiens	S000002837	TIF35	S. cerevisiae	orthologue
ENSG00000131236	CAP1	H. sapiens	S000005082	SRV2	S. cerevisiae	homologue
ENSG00000131236	CAP1	H. sapiens	S000005082	SRV2	S. cerevisiae	least diverged orthologue
ENSG00000131236	CAP1	H. sapiens	S000005082	SRV2	S. cerevisiae	orthologue
ENSG00000131236	CAP1	H. sapiens	S000005082	SRV2	S. cerevisiae	orthologue
ENSG00000131269	ABCB7	H. sapiens	S000004916	ATM1	S. cerevisiae	homologue
ENSG00000131269	ABCB7	H. sapiens	S000004916	ATM1	S. cerevisiae	orthologue
ENSG00000131269	ABCB7	H. sapiens	S000004916	ATM1	S. cerevisiae	orthologue
ENSG00000131747	TOP2A	H. sapiens	S000005032	TOP2	S. cerevisiae	homologue
ENSG00000131747	TOP2A	H. sapiens	S000005032	TOP2	S. cerevisiae	orthologue
ENSG00000131747	TOP2A	H. sapiens	S000005032	TOP2	S. cerevisiae	orthologue
ENSG00000131899	LLGL1	H. sapiens	S000000202	SRO77	S. cerevisiae	orthologue
ENSG00000131899	LLGL1	H. sapiens	S000006236	SRO7	S. cerevisiae	orthologue
ENSG00000131979	GCH1	H. sapiens	S000003499	FOL2	S. cerevisiae	homologue
ENSG00000131979	GCH1	H. sapiens	S000003499	FOL2	S. cerevisiae	least diverged orthologue
ENSG00000131979	GCH1	H. sapiens	S000003499	FOL2	S. cerevisiae	orthologue
ENSG00000131979	GCH1	H. sapiens	S000003499	FOL2	S. cerevisiae	orthologue
ENSG00000132196	HSD17B7	H. sapiens	S000001717	FOX2	S. cerevisiae	horizontal gene transfer
ENSG00000132196	HSD17B7	H. sapiens	S000004090	ERG27	S. cerevisiae	homologue
ENSG00000132196	HSD17B7	H. sapiens	S000004090	ERG27	S. cerevisiae	orthologue
ENSG00000132196	HSD17B7	H. sapiens	S000004090	ERG27	S. cerevisiae	orthologue
ENSG00000132432	SEC61G	H. sapiens	S000002493	SSS1	S. cerevisiae	homologue
ENSG00000132432	SEC61G	H. sapiens	S000002493	SSS1	S. cerevisiae	least diverged orthologue
ENSG00000132507	EIF5A	H. sapiens	S000000760	HYP2	S. cerevisiae	homologue
ENSG00000132507	EIF5A	H. sapiens	S000000760	HYP2	S. cerevisiae	orthologue
ENSG00000132507	EIF5A	H. sapiens	S000000760	HYP2	S. cerevisiae	orthologue
ENSG00000132507	EIF5A	H. sapiens	S000003808	ANB1	S. cerevisiae	homologue
ENSG00000132507	EIF5A	H. sapiens	S000003808	ANB1	S. cerevisiae	least diverged orthologue
ENSG00000132507	EIF5A	H. sapiens	S000003808	ANB1	S. cerevisiae	orthologue
ENSG00000132541	HRSP12	H. sapiens	S000000859	HMF1	S. cerevisiae	homologue
ENSG00000132541	HRSP12	H. sapiens	S000000859	HMF1	S. cerevisiae	orthologue
ENSG00000132541	HRSP12	H. sapiens	S000000859	HMF1	S. cerevisiae	orthologue
ENSG00000132541	HRSP12	H. sapiens	S000000859	HMF1	S. cerevisiae	orthologue
ENSG00000132541	HRSP12	H. sapiens	S000001313	MMF1	S. cerevisiae	homologue
ENSG00000132541	HRSP12	H. sapiens	S000001313	MMF1	S. cerevisiae	least diverged orthologue
ENSG00000132541	HRSP12	H. sapiens	S000001313	MMF1	S. cerevisiae	orthologue
ENSG00000132603	NIP7	H. sapiens	S000006132	NIP7	S. cerevisiae	homologue
ENSG00000132603	NIP7	H. sapiens	S000006132	NIP7	S. cerevisiae	least diverged orthologue
ENSG00000132603	NIP7	H. sapiens	S000006132	NIP7	S. cerevisiae	orthologue
ENSG00000132603	NIP7	H. sapiens	S000006132	NIP7	S. cerevisiae	orthologue
ENSG00000132664	POLR3F	H. sapiens	S000005286	RPC34	S. cerevisiae	homologue
ENSG00000132664	POLR3F	H. sapiens	S000005286	RPC34	S. cerevisiae	least diverged orthologue
ENSG00000132664	POLR3F	H. sapiens	S000005286	RPC34	S. cerevisiae	orthologue
ENSG00000132664	POLR3F	H. sapiens	S000005286	RPC34	S. cerevisiae	orthologue
ENSG00000132793	LPIN3	H. sapiens	S000001012	OPI1	S. cerevisiae	orthologue
ENSG00000132793	LPIN3	H. sapiens	S000004775	PAH1	S. cerevisiae	homologue
ENSG00000132793	LPIN3	H. sapiens	S000004775	PAH1	S. cerevisiae	least diverged orthologue
ENSG00000132793	LPIN3	H. sapiens	S000004775	PAH1	S. cerevisiae	orthologue
ENSG00000133028	SCO1	H. sapiens	S000000228	SCO2	S. cerevisiae	homologue
ENSG00000133028	SCO1	H. sapiens	S000000228	SCO2	S. cerevisiae	orthologue
ENSG00000133028	SCO1	H. sapiens	S000000228	SCO2	S. cerevisiae	orthologue
ENSG00000133028	SCO1	H. sapiens	S000000241	SCO1	S. cerevisiae	homologue
ENSG00000133028	SCO1	H. sapiens	S000000241	SCO1	S. cerevisiae	least diverged orthologue
ENSG00000133028	SCO1	H. sapiens	S000000241	SCO1	S. cerevisiae	orthologue
ENSG00000133028	SCO1	H. sapiens	S000000241	SCO1	S. cerevisiae	orthologue
ENSG00000133313	CNDP2	H. sapiens	S000000485	DUG2	S. cerevisiae	orthologue
ENSG00000133313	CNDP2	H. sapiens	S000000485	DUG2	S. cerevisiae	orthologue
ENSG00000133313	CNDP2	H. sapiens	S000001940	DUG1	S. cerevisiae	homologue
ENSG00000133313	CNDP2	H. sapiens	S000001940	DUG1	S. cerevisiae	least diverged orthologue
ENSG00000133313	CNDP2	H. sapiens	S000001940	DUG1	S. cerevisiae	orthologue
ENSG00000133313	CNDP2	H. sapiens	S000001940	DUG1	S. cerevisiae	orthologue
ENSG00000133706	LARS	H. sapiens	S000003403	MSM1	S. cerevisiae	horizontal gene transfer
ENSG00000133706	LARS	H. sapiens	S000006081	CDC60	S. cerevisiae	homologue
ENSG00000133706	LARS	H. sapiens	S000006081	CDC60	S. cerevisiae	least diverged orthologue
ENSG00000133706	LARS	H. sapiens	S000006081	CDC60	S. cerevisiae	orthologue
ENSG00000133706	LARS	H. sapiens	S000006081	CDC60	S. cerevisiae	orthologue
ENSG00000133835	HSD17B4	H. sapiens	S000001717	FOX2	S. cerevisiae	homologue
ENSG00000133835	HSD17B4	H. sapiens	S000001717	FOX2	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000133835	HSD17B4	H. sapiens	S000001717	FOX2	S. cerevisiae	orthologue
ENSG00000133835	HSD17B4	H. sapiens	S000001717	FOX2	S. cerevisiae	orthologue
ENSG00000134001	EIF2S1	H. sapiens	S000003767	SUI2	S. cerevisiae	homologue
ENSG00000134001	EIF2S1	H. sapiens	S000003767	SUI2	S. cerevisiae	least diverged orthologue
ENSG00000134001	EIF2S1	H. sapiens	S000003767	SUI2	S. cerevisiae	orthologue
ENSG00000134001	EIF2S1	H. sapiens	S000003767	SUI2	S. cerevisiae	orthologue
ENSG00000134014	ELP3	H. sapiens	S000006007	ELP3	S. cerevisiae	homologue
ENSG00000134014	ELP3	H. sapiens	S000006007	ELP3	S. cerevisiae	least diverged orthologue
ENSG00000134014	ELP3	H. sapiens	S000006007	ELP3	S. cerevisiae	orthologue
ENSG00000134014	ELP3	H. sapiens	S000006007	ELP3	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000000038	CLN3	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000002314	CLB3	S. cerevisiae	homologue
ENSG00000134057	CCNB1	H. sapiens	S000002314	CLB3	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000002314	CLB3	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000002314	CLB3	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000003340	CLB1	S. cerevisiae	homologue
ENSG00000134057	CCNB1	H. sapiens	S000003340	CLB1	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000003340	CLB1	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000003341	CLB6	S. cerevisiae	homologue
ENSG00000134057	CCNB1	H. sapiens	S000003341	CLB6	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000003341	CLB6	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000004200	CLB4	S. cerevisiae	homologue
ENSG00000134057	CCNB1	H. sapiens	S000004200	CLB4	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000004200	CLB4	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000004812	CLN1	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000006177	CLN2	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000006323	CLB2	S. cerevisiae	homologue
ENSG00000134057	CCNB1	H. sapiens	S000006323	CLB2	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000006323	CLB2	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000006324	CLB5	S. cerevisiae	homologue
ENSG00000134057	CCNB1	H. sapiens	S000006324	CLB5	S. cerevisiae	orthologue
ENSG00000134057	CCNB1	H. sapiens	S000006324	CLB5	S. cerevisiae	orthologue
ENSG00000134109	EDEM1	H. sapiens	S000001247	MNL1	S. cerevisiae	homologue
ENSG00000134109	EDEM1	H. sapiens	S000001247	MNL1	S. cerevisiae	least diverged orthologue
ENSG00000134109	EDEM1	H. sapiens	S000001247	MNL1	S. cerevisiae	orthologue
ENSG00000134324	LPIN1	H. sapiens	S000001012	OPI1	S. cerevisiae	orthologue
ENSG00000134324	LPIN1	H. sapiens	S000004775	PAH1	S. cerevisiae	homologue
ENSG00000134324	LPIN1	H. sapiens	S000004775	PAH1	S. cerevisiae	orthologue
ENSG00000134324	LPIN1	H. sapiens	S000004775	PAH1	S. cerevisiae	orthologue
ENSG00000134480	CCNH	H. sapiens	S000006229	CCL1	S. cerevisiae	homologue
ENSG00000134480	CCNH	H. sapiens	S000006229	CCL1	S. cerevisiae	least diverged orthologue
ENSG00000134480	CCNH	H. sapiens	S000006229	CCL1	S. cerevisiae	orthologue
ENSG00000134684	YARS	H. sapiens	S000003403	MSM1	S. cerevisiae	horizontal gene transfer
ENSG00000134684	YARS	H. sapiens	S000003417	TYS1	S. cerevisiae	homologue
ENSG00000134684	YARS	H. sapiens	S000003417	TYS1	S. cerevisiae	least diverged orthologue
ENSG00000134684	YARS	H. sapiens	S000003417	TYS1	S. cerevisiae	orthologue
ENSG00000134684	YARS	H. sapiens	S000003417	TYS1	S. cerevisiae	orthologue
ENSG00000134697	GNL2	H. sapiens	S000005336	NOG2	S. cerevisiae	homologue
ENSG00000134697	GNL2	H. sapiens	S000005336	NOG2	S. cerevisiae	least diverged orthologue
ENSG00000134697	GNL2	H. sapiens	S000005336	NOG2	S. cerevisiae	orthologue
ENSG00000134697	GNL2	H. sapiens	S000005336	NOG2	S. cerevisiae	orthologue
ENSG00000134851	TMEM165	H. sapiens	S000000391	GDT1	S. cerevisiae	homologue
ENSG00000134851	TMEM165	H. sapiens	S000000391	GDT1	S. cerevisiae	least diverged orthologue
ENSG00000134851	TMEM165	H. sapiens	S000000391	GDT1	S. cerevisiae	orthologue
ENSG00000134851	TMEM165	H. sapiens	S000000391	GDT1	S. cerevisiae	orthologue
ENSG00000135002	RFK	H. sapiens	S000002644	FMN1	S. cerevisiae	homologue
ENSG00000135002	RFK	H. sapiens	S000002644	FMN1	S. cerevisiae	least diverged orthologue
ENSG00000135002	RFK	H. sapiens	S000002644	FMN1	S. cerevisiae	orthologue
ENSG00000135002	RFK	H. sapiens	S000002644	FMN1	S. cerevisiae	orthologue
ENSG00000135070	ISCA1	H. sapiens	S000003950	ISA1	S. cerevisiae	homologue
ENSG00000135070	ISCA1	H. sapiens	S000003950	ISA1	S. cerevisiae	least diverged orthologue
ENSG00000135070	ISCA1	H. sapiens	S000003950	ISA1	S. cerevisiae	orthologue
ENSG00000135070	ISCA1	H. sapiens	S000006271	ISA2	S. cerevisiae	horizontal gene transfer
ENSG00000135297	MTO1	H. sapiens	S000003205	MTO1	S. cerevisiae	homologue
ENSG00000135297	MTO1	H. sapiens	S000003205	MTO1	S. cerevisiae	least diverged orthologue
ENSG00000135297	MTO1	H. sapiens	S000003205	MTO1	S. cerevisiae	orthologue
ENSG00000135297	MTO1	H. sapiens	S000003205	MTO1	S. cerevisiae	orthologue
ENSG00000135372	NAT10	H. sapiens	S000005076	KRE33	S. cerevisiae	homologue
ENSG00000135372	NAT10	H. sapiens	S000005076	KRE33	S. cerevisiae	least diverged orthologue
ENSG00000135372	NAT10	H. sapiens	S000005076	KRE33	S. cerevisiae	orthologue
ENSG00000135372	NAT10	H. sapiens	S000005076	KRE33	S. cerevisiae	orthologue
ENSG00000135469	COQ10A	H. sapiens	S000005368	COQ10	S. cerevisiae	least diverged orthologue
ENSG00000135821	GLUL	H. sapiens	S000006239	GLN1	S. cerevisiae	homologue
ENSG00000135821	GLUL	H. sapiens	S000006239	GLN1	S. cerevisiae	least diverged orthologue
ENSG00000135821	GLUL	H. sapiens	S000006239	GLN1	S. cerevisiae	orthologue
ENSG00000135821	GLUL	H. sapiens	S000006239	GLN1	S. cerevisiae	orthologue
ENSG00000135932	CAB39	H. sapiens	S000001672	HYM1	S. cerevisiae	homologue
ENSG00000135932	CAB39	H. sapiens	S000001672	HYM1	S. cerevisiae	orthologue
ENSG00000135932	CAB39	H. sapiens	S000001672	HYM1	S. cerevisiae	orthologue
ENSG00000136167	LCP1	H. sapiens	S000002536	SAC6	S. cerevisiae	homologue
ENSG00000136167	LCP1	H. sapiens	S000002536	SAC6	S. cerevisiae	orthologue
ENSG00000136167	LCP1	H. sapiens	S000002536	SAC6	S. cerevisiae	orthologue
ENSG00000136448	NMT1	H. sapiens	S000004185	NMT1	S. cerevisiae	homologue
ENSG00000136448	NMT1	H. sapiens	S000004185	NMT1	S. cerevisiae	least diverged orthologue
ENSG00000136448	NMT1	H. sapiens	S000004185	NMT1	S. cerevisiae	orthologue
ENSG00000136758	YME1L1	H. sapiens	S000006228	YME1	S. cerevisiae	homologue
ENSG00000136758	YME1L1	H. sapiens	S000006228	YME1	S. cerevisiae	least diverged orthologue
ENSG00000136758	YME1L1	H. sapiens	S000006228	YME1	S. cerevisiae	orthologue
ENSG00000136868	SLC31A1	H. sapiens	S000001218	CTR2	S. cerevisiae	homologue
ENSG00000136868	SLC31A1	H. sapiens	S000001218	CTR2	S. cerevisiae	least diverged orthologue
ENSG00000136868	SLC31A1	H. sapiens	S000001218	CTR2	S. cerevisiae	orthologue
ENSG00000136868	SLC31A1	H. sapiens	S000004403	CTR3	S. cerevisiae	orthologue
ENSG00000136868	SLC31A1	H. sapiens	S000006328	CTR1	S. cerevisiae	orthologue
ENSG00000137411	VARS2	H. sapiens	S000003326	VAS1	S. cerevisiae	homologue
ENSG00000137411	VARS2	H. sapiens	S000003326	VAS1	S. cerevisiae	orthologue
ENSG00000137411	VARS2	H. sapiens	S000003403	MSM1	S. cerevisiae	horizontal gene transfer
ENSG00000137955	RABGGTB	H. sapiens	S000006380	BET2	S. cerevisiae	homologue
ENSG00000137955	RABGGTB	H. sapiens	S000006380	BET2	S. cerevisiae	least diverged orthologue
ENSG00000137955	RABGGTB	H. sapiens	S000006380	BET2	S. cerevisiae	orthologue
ENSG00000137955	RABGGTB	H. sapiens	S000006380	BET2	S. cerevisiae	orthologue
ENSG00000138231	DBR1	H. sapiens	S000001632	DBR1	S. cerevisiae	homologue
ENSG00000138231	DBR1	H. sapiens	S000001632	DBR1	S. cerevisiae	least diverged orthologue
ENSG00000138231	DBR1	H. sapiens	S000001632	DBR1	S. cerevisiae	orthologue
ENSG00000138346	DNA2	H. sapiens	S000001207	DNA2	S. cerevisiae	homologue
ENSG00000138346	DNA2	H. sapiens	S000001207	DNA2	S. cerevisiae	orthologue
ENSG00000140105	WARS	H. sapiens	S000005457	WRS1	S. cerevisiae	homologue
ENSG00000140105	WARS	H. sapiens	S000005457	WRS1	S. cerevisiae	least diverged orthologue
ENSG00000140105	WARS	H. sapiens	S000005457	WRS1	S. cerevisiae	orthologue
ENSG00000140105	WARS	H. sapiens	S000005457	WRS1	S. cerevisiae	orthologue
ENSG00000140284	SLC27A2	H. sapiens	S000000245	FAT1	S. cerevisiae	homologue
ENSG00000140284	SLC27A2	H. sapiens	S000000245	FAT1	S. cerevisiae	orthologue
ENSG00000140284	SLC27A2	H. sapiens	S000000245	FAT1	S. cerevisiae	orthologue
ENSG00000140451	PIF1	H. sapiens	S000001073	RRM3	S. cerevisiae	homologue
ENSG00000140451	PIF1	H. sapiens	S000001073	RRM3	S. cerevisiae	orthologue
ENSG00000140451	PIF1	H. sapiens	S000004526	PIF1	S. cerevisiae	homologue
ENSG00000140451	PIF1	H. sapiens	S000004526	PIF1	S. cerevisiae	orthologue
ENSG00000140521	POLG	H. sapiens	S000005857	MIP1	S. cerevisiae	homologue
ENSG00000140521	POLG	H. sapiens	S000005857	MIP1	S. cerevisiae	least diverged orthologue
ENSG00000140521	POLG	H. sapiens	S000005857	MIP1	S. cerevisiae	orthologue
ENSG00000140521	POLG	H. sapiens	S000005857	MIP1	S. cerevisiae	orthologue
ENSG00000140612	SEC11A	H. sapiens	S000001461	SEC11	S. cerevisiae	homologue
ENSG00000140612	SEC11A	H. sapiens	S000001461	SEC11	S. cerevisiae	orthologue
ENSG00000140612	SEC11A	H. sapiens	S000001461	SEC11	S. cerevisiae	orthologue
ENSG00000140829	DHX38	H. sapiens	S000001794	PRP16	S. cerevisiae	homologue
ENSG00000140829	DHX38	H. sapiens	S000001794	PRP16	S. cerevisiae	least diverged orthologue
ENSG00000140829	DHX38	H. sapiens	S000001794	PRP16	S. cerevisiae	orthologue
ENSG00000140829	DHX38	H. sapiens	S000001794	PRP16	S. cerevisiae	orthologue
ENSG00000140992	PDPK1	H. sapiens	S000002874	PKH3	S. cerevisiae	homologue
ENSG00000140992	PDPK1	H. sapiens	S000002874	PKH3	S. cerevisiae	orthologue
ENSG00000140992	PDPK1	H. sapiens	S000002898	PKH1	S. cerevisiae	homologue
ENSG00000140992	PDPK1	H. sapiens	S000002898	PKH1	S. cerevisiae	orthologue
ENSG00000140992	PDPK1	H. sapiens	S000002898	PKH1	S. cerevisiae	orthologue
ENSG00000140992	PDPK1	H. sapiens	S000005460	PKH2	S. cerevisiae	homologue
ENSG00000140992	PDPK1	H. sapiens	S000005460	PKH2	S. cerevisiae	orthologue
ENSG00000140992	PDPK1	H. sapiens	S000005460	PKH2	S. cerevisiae	orthologue
ENSG00000141385	AFG3L2	H. sapiens	S000000819	AFG3	S. cerevisiae	homologue
ENSG00000141385	AFG3L2	H. sapiens	S000000819	AFG3	S. cerevisiae	orthologue
ENSG00000141385	AFG3L2	H. sapiens	S000000819	AFG3	S. cerevisiae	orthologue
ENSG00000141385	AFG3L2	H. sapiens	S000000819	AFG3	S. cerevisiae	orthologue
ENSG00000141385	AFG3L2	H. sapiens	S000004695	YTA12	S. cerevisiae	homologue
ENSG00000141385	AFG3L2	H. sapiens	S000004695	YTA12	S. cerevisiae	least diverged orthologue
ENSG00000141385	AFG3L2	H. sapiens	S000004695	YTA12	S. cerevisiae	orthologue
ENSG00000141458	NPC1	H. sapiens	S000005927	NCR1	S. cerevisiae	homologue
ENSG00000141458	NPC1	H. sapiens	S000005927	NCR1	S. cerevisiae	least diverged orthologue
ENSG00000141458	NPC1	H. sapiens	S000005927	NCR1	S. cerevisiae	orthologue
ENSG00000141458	NPC1	H. sapiens	S000005927	NCR1	S. cerevisiae	orthologue
ENSG00000141543	EIF4A3	H. sapiens	S000002428	FAL1	S. cerevisiae	homologue
ENSG00000141543	EIF4A3	H. sapiens	S000002428	FAL1	S. cerevisiae	least diverged orthologue
ENSG00000141543	EIF4A3	H. sapiens	S000002428	FAL1	S. cerevisiae	orthologue
ENSG00000141543	EIF4A3	H. sapiens	S000002428	FAL1	S. cerevisiae	orthologue
ENSG00000142168	SOD1	H. sapiens	S000003865	SOD1	S. cerevisiae	homologue
ENSG00000142168	SOD1	H. sapiens	S000003865	SOD1	S. cerevisiae	least diverged orthologue
ENSG00000142168	SOD1	H. sapiens	S000003865	SOD1	S. cerevisiae	orthologue
ENSG00000142168	SOD1	H. sapiens	S000003865	SOD1	S. cerevisiae	orthologue
ENSG00000142892	PIGK	H. sapiens	S000002739	GPI8	S. cerevisiae	homologue
ENSG00000142892	PIGK	H. sapiens	S000002739	GPI8	S. cerevisiae	least diverged orthologue
ENSG00000142892	PIGK	H. sapiens	S000002739	GPI8	S. cerevisiae	orthologue
ENSG00000142892	PIGK	H. sapiens	S000002739	GPI8	S. cerevisiae	orthologue
ENSG00000143106	PSMA5	H. sapiens	S000003485	PUP2	S. cerevisiae	homologue
ENSG00000143106	PSMA5	H. sapiens	S000003485	PUP2	S. cerevisiae	least diverged orthologue
ENSG00000143106	PSMA5	H. sapiens	S000003485	PUP2	S. cerevisiae	orthologue
ENSG00000143106	PSMA5	H. sapiens	S000003485	PUP2	S. cerevisiae	orthologue
ENSG00000143228	NUF2	H. sapiens	S000005430	NUF2	S. cerevisiae	least diverged orthologue
ENSG00000143333	RGS16	H. sapiens	S000004444	SST2	S. cerevisiae	orthologue
ENSG00000143333	RGS16	H. sapiens	S000005633	RGS2	S. cerevisiae	orthologue
ENSG00000143393	PI4KB	H. sapiens	S000005211	PIK1	S. cerevisiae	homologue
ENSG00000143393	PI4KB	H. sapiens	S000005211	PIK1	S. cerevisiae	least diverged orthologue
ENSG00000143393	PI4KB	H. sapiens	S000005211	PIK1	S. cerevisiae	orthologue
ENSG00000143398	PIP5K1A	H. sapiens	S000002616	MSS4	S. cerevisiae	homologue
ENSG00000143398	PIP5K1A	H. sapiens	S000002616	MSS4	S. cerevisiae	orthologue
ENSG00000143398	PIP5K1A	H. sapiens	S000002616	MSS4	S. cerevisiae	orthologue
ENSG00000143418	CERS2	H. sapiens	S000000995	LAG1	S. cerevisiae	orthologue
ENSG00000143418	CERS2	H. sapiens	S000000995	LAG1	S. cerevisiae	orthologue
ENSG00000143418	CERS2	H. sapiens	S000001491	LAC1	S. cerevisiae	orthologue
ENSG00000143418	CERS2	H. sapiens	S000001491	LAC1	S. cerevisiae	orthologue
ENSG00000143457	GOLPH3L	H. sapiens	S000002780	VPS74	S. cerevisiae	homologue
ENSG00000143457	GOLPH3L	H. sapiens	S000002780	VPS74	S. cerevisiae	orthologue
ENSG00000143457	GOLPH3L	H. sapiens	S000002780	VPS74	S. cerevisiae	orthologue
ENSG00000143457	GOLPH3L	H. sapiens	S000002780	VPS74	S. cerevisiae	orthologue
ENSG00000143761	ARF1	H. sapiens	S000002296	ARF2	S. cerevisiae	homologue
ENSG00000143761	ARF1	H. sapiens	S000002296	ARF2	S. cerevisiae	orthologue
ENSG00000143761	ARF1	H. sapiens	S000002351	ARF1	S. cerevisiae	homologue
ENSG00000143761	ARF1	H. sapiens	S000002351	ARF1	S. cerevisiae	orthologue
ENSG00000143774	GUK1	H. sapiens	S000002862	GUK1	S. cerevisiae	homologue
ENSG00000143774	GUK1	H. sapiens	S000002862	GUK1	S. cerevisiae	least diverged orthologue
ENSG00000143774	GUK1	H. sapiens	S000002862	GUK1	S. cerevisiae	orthologue
ENSG00000143774	GUK1	H. sapiens	S000002862	GUK1	S. cerevisiae	orthologue
ENSG00000143933	CALM2	H. sapiens	S000000313	CMD1	S. cerevisiae	homologue
ENSG00000143947	RPS27A	H. sapiens	S000004157	RPS31	S. cerevisiae	homologue
ENSG00000143947	RPS27A	H. sapiens	S000004157	RPS31	S. cerevisiae	orthologue
ENSG00000143947	RPS27A	H. sapiens	S000004157	RPS31	S. cerevisiae	orthologue
ENSG00000144381	HSPD1	H. sapiens	S000004249	HSP60	S. cerevisiae	homologue
ENSG00000144381	HSPD1	H. sapiens	S000004249	HSP60	S. cerevisiae	least diverged orthologue
ENSG00000144381	HSPD1	H. sapiens	S000004249	HSP60	S. cerevisiae	orthologue
ENSG00000144381	HSPD1	H. sapiens	S000004249	HSP60	S. cerevisiae	orthologue
ENSG00000144736	SHQ1	H. sapiens	S000001366	SHQ1	S. cerevisiae	homologue
ENSG00000144736	SHQ1	H. sapiens	S000001366	SHQ1	S. cerevisiae	least diverged orthologue
ENSG00000144736	SHQ1	H. sapiens	S000001366	SHQ1	S. cerevisiae	orthologue
ENSG00000144736	SHQ1	H. sapiens	S000001366	SHQ1	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000000038	CLN3	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000002314	CLB3	S. cerevisiae	homologue
ENSG00000145386	CCNA2	H. sapiens	S000002314	CLB3	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000003340	CLB1	S. cerevisiae	homologue
ENSG00000145386	CCNA2	H. sapiens	S000003340	CLB1	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000003341	CLB6	S. cerevisiae	homologue
ENSG00000145386	CCNA2	H. sapiens	S000003341	CLB6	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000004200	CLB4	S. cerevisiae	homologue
ENSG00000145386	CCNA2	H. sapiens	S000004200	CLB4	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000004812	CLN1	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000006177	CLN2	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000006323	CLB2	S. cerevisiae	homologue
ENSG00000145386	CCNA2	H. sapiens	S000006323	CLB2	S. cerevisiae	orthologue
ENSG00000145386	CCNA2	H. sapiens	S000006324	CLB5	S. cerevisiae	homologue
ENSG00000145386	CCNA2	H. sapiens	S000006324	CLB5	S. cerevisiae	orthologue
ENSG00000145414	NAF1	H. sapiens	S000005068	NAF1	S. cerevisiae	homologue
ENSG00000145414	NAF1	H. sapiens	S000005068	NAF1	S. cerevisiae	least diverged orthologue
ENSG00000145439	CBR4	H. sapiens	S000001717	FOX2	S. cerevisiae	horizontal gene transfer
